번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
4116,공중화장실,중소기업정보관 화장실,서울특별시 송파구 올림픽로 8,서울특별시 송파구 잠실동 50,N,4,3,1,1,1,0,5,1,1,송파구청 청소행정과,02-2147-3283,24시간,,37.5103254,127.0716625,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-12-27
4117,개방화장실,진양주유소,서울특별시 송파구 올림픽로 499,서울특별시 송파구 풍납동 401-6,N,1,1,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.5270124,127.1180618,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-12-27
4118,개방화장실,천마 공영주차장,서울특별시 송파구 성내천로 33가길 20,서울특별시 송파구 마천동 산1-5,N,1,1,0,0,0,0,1,0,0,송파구청 주차정책과,02-2147-3200,영업시간 내,,37.5002483,127.1548452,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4119,공중화장실,천마공원(안전공원) 화장실,서울특별시 송파구 성내천로35길 53,서울특별시 송파구 마천동 산2,N,1,2,1,1,0,0,1,1,0,송파구청 공원녹지과,02-2147-3394,24시간,,37.5003866,127.1588080,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,Y,여자화장실,,2022-12-27
4120,공중화장실,천마공원(축구장) 화장실,서울특별시 송파구 성내천로35길 53,서울특별시 송파구 마천동 산2,N,1,2,1,1,0,0,2,1,0,송파구청 생활체육과,02-2147-5134,24시간,,37.5003866,127.1588080,지방자치단체,관광·체육시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-12-27
4121,공중화장실,천마공원(풋살장),서울특별시 송파구 성내천로35길 53,서울특별시 송파구 마천동 산2,N,1,1,1,0,0,0,1,1,0,송파구청 공원녹지과,02-2147-3394,24시간,,37.5003866,127.1588080,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2022-12-27
4122,개방화장실,청소년광장,서울특별시 송파구 잠실동 1-1,서울특별시 송파구 잠실동 1-1,N,1,1,0,0,0,0,1,1,0,한강사업본부 수질환경과,02-3780-0785,24시간,,37.5189732,127.0744351,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4123,개방화장실,청호빌딩,서울특별시 송파구 송파대로 441,서울특별시 송파구 석촌동 174-12,N,1,1,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,영업시간 내,,37.5058131,127.1061986,민간,기타,수세식,N,없음,Y,N,없음,,2022-12-27
4124,개방화장실,체육문화회관화장실,서울특별시 송파구 양산로 15,서울특별시 송파구 거여동 289,N,14,16,1,1,0,1,19,1,1,송파구청 생활체육과,02-2147-5134,영업시간 내,,37.4907262,127.1428442,지방자치단체,관광·체육시설,수세식,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2022-12-27
4125,개방화장실,킹스스크린골프,서울특별시 송파구 마천로7길 6,서울특별시 송파구 오금동 19,N,1,1,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.5084223,127.1279517,민간,기타,수세식,N,없음,N,N,없음,,2022-12-27
4126,공중화장실,탄천; 장지천 합류지점 화장실,서울특별시 송파구 문정동 419-13,서울특별시 송파구 문정동 419-13,N,2,2,0,0,0,0,4,0,0,송파구청 치수과,02-2147-3364,24시간,,37.4787730,127.1170283,지방자치단체,공공용시설,수세식,Y,여자화장실,N,N,없음,,2022-12-27
4127,개방화장실,오일뱅크(남성주유소),서울특별시 송파구 백제고분로 474,서울특별시 송파구 방이동 149-3,N,1,1,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.5125881,127.1140386,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2022-12-27
4128,공중화장실,올림픽공원-88호수(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,3,5,1,1,0,1,4,1,1,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2022-12-27
4129,공중화장실,올림픽공원-P1(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,3,5,1,1,0,1,4,1,1,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2022-12-27
4130,공중화장실,올림픽공원-남2문(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,3,5,1,1,0,1,5,1,1,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2022-12-27
4131,공중화장실,올림픽공원-만남의광장A-2동(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,1,1,0,0,0,0,1,1,0,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4132,개방화장실,올림픽공원-몽촌역사관,서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,2,2,1,1,0,0,5,1,0,한성백제박물관,02-2152-5900,영업시간 내,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,장애인화장실,N,N,없음,,2022-12-27
4133,공중화장실,올림픽공원-북2문(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,3,5,0,0,0,1,4,0,1,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2022-12-27
4134,개방화장실,올림픽공원-소마미술관,서울특별시 송파구 위례성대로 51,서울특별시 송파구 방이동 88-21,N,1,1,1,0,0,0,1,0,0,기타,02-425-1077,24시간,,37.5168649,127.1181845,공공기관,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4135,개방화장실,올림픽공원역(개찰구 안; 밖),서울특별시 송파구 양재대로 1222,서울특별시 송파구 방이동 89-28,N,3,3,1,1,0,0,6,1,0,서울교통공사,02-6311-5551,영업시간 내,,37.5157290,127.1310643,공공기관,교통시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2022-12-27
4136,공중화장실,올림픽공원-장미(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,3,5,1,1,0,1,4,1,1,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2022-12-27
4137,공중화장실,올림픽공원-장자목(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,3,5,0,0,0,1,4,0,1,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2022-12-27
4138,공중화장실,올림픽공원-지구촌(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,2,2,1,1,0,1,4,1,1,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2022-12-27
4139,공중화장실,올림픽공원-토성(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,3,5,1,1,0,1,4,1,1,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,여자화장실,N,Y,여자화장실,,2022-12-27
4140,공중화장실,올림픽공원-평화의광장A-1동(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,3,8,1,1,0,1,11,1,1,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,여자화장실,N,Y,여자화장실,,2022-12-27
4141,공중화장실,올림픽공원-평화의광장A-2동(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,3,8,1,1,0,0,6,1,1,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,장애인화장실,N,Y,여자화장실,,2022-12-27
4142,공중화장실,올림픽공원-피크닉장(옥외화장실),서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,N,3,5,1,1,0,1,4,1,1,국민체육진흥공단,02-416-1911,24시간,,37.5209340,127.1229590,공공기관,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,,2022-12-27
4143,개방화장실,올림픽공원-한성백제박물관,서울특별시 송파구 위례성대로 71,서울특별시 송파구 방이동 88-20,N,3,3,1,1,0,0,8,1,0,기타,02-2152-5800,영업시간 내,,37.5155665,127.1207658,공공기관,관광·체육시설,수세식,Y,여자화장실,N,N,없음,,2022-12-27
4144,개방화장실,올림픽병원,서울특별시 송파구 백제고분로 283,서울특별시 송파구 석촌동 14-10,N,0,1,1,0,0,0,1,1,0,송파구청 청소행정과,02-2147-3283,24시간,,37.5027549,127.0980123,민간,기타,수세식,N,없음,Y,Y,여자화장실,,2022-12-27
4145,개방화장실,올림픽주유소(셀프),서울특별시 송파구 위례성대로 188,서울특별시 송파구 오금동 4,N,1,1,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.5097496,127.1318834,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-12-27
4146,개방화장실,올림픽파크 동부센트레빌,서울특별시 송파구 양재대로72길 5,서울특별시 송파구 오금동 615,N,1,1,0,0,0,0,1,1,0,건물관리자,02-448-9804,영업시간 내,,37.5103522,127.1276172,민간,상업시설,수세식,N,없음,N,N,없음,,2022-12-27
4147,개방화장실,올림픽파크리움,서울특별시 송파구 백제고분로 505,서울특별시 송파구 방이동 51,N,1,3,1,0,0,0,3,1,1,송파구청 청소행정과,02-2147-3283,24시간,,37.5155309,127.1149986,민간,기타,수세식,Y,남자화장실+여자화장실,Y,Y,여자화장실,,2022-12-27
4148,개방화장실,올림픽프라자상가,서울특별시 송파구 양재대로 1222,서울특별시 송파구 방이동 89-11,N,1,1,0,0,0,0,1,0,0,건물관리자,02-448-9804,영업시간 내,,37.5157290,127.1310643,민간,상업시설,수세식,N,없음,N,N,없음,,2022-12-27
4149,개방화장실,완불주유소,서울특별시 송파구 송파대로 3,서울특별시 송파구 장지동 608-5,N,1,1,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.4711354,127.1261503,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2022-12-27
4150,개방화장실,우리주유소,서울특별시 송파구 동남로 153,서울특별시 송파구 가락동 137-9,N,1,1,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.4924683,127.1273816,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2022-12-27
4151,개방화장실,우진빌딩,서울특별시 송파구 가락로 214,서울특별시 송파구 송파동 147-1,N,1,2,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,영업시간 내,,37.5072961,127.1166525,민간,상업시설,수세식,N,없음,Y,N,없음,,2022-12-27
4152,공중화장실,웃말공원 화장실,서울특별시 송파구 송이로15길 41,서울특별시 송파구 가락동 21,N,1,2,0,0,0,0,2,0,0,송파구청 공원녹지과,02-2147-3394,24시간,,37.5016910,127.1231519,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4153,개방화장실,위너스오피스텔 A동,서울특별시 송파구 백제고분로 63,서울특별시 송파구 잠실동 175-2,N,2,2,0,0,0,0,2,0,0,송파구청 청소행정과,02-2147-3283,영업시간 내,,37.5110571,127.0789070,민간,기타,수세식,N,없음,Y,N,없음,,2022-12-27
4154,개방화장실,위레제일주유소(셀프),서울특별시 송파구 위례서로 260,서울특별시 송파구 거여동 601,N,1,1,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.4878162,127.1426941,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2022-12-27
4155,개방화장실,위례동주민센터,서울특별시 송파구 위례광장로 210,서울특별시 송파구 장지동 882,N,1,1,1,0,0,0,1,0,0,송파구청 자치행정과,02-2147-4950,영업시간 내,,37.4811656,127.1439378,지방자치단체,공공용시설,수세식,Y,장애인화장실,Y,Y,남자화장실,,2022-12-27
4156,개방화장실,위례드림주유소,서울특별시 송파구 위례중앙로 10,서울특별시 송파구 장지동 646-7,N,1,1,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.4754274,127.1285723,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-12-27
4157,공중화장실,탄천둘레길 화장실(탄천1교 인근),서울특별시 송파구 잠실동 351,서울특별시 송파구 잠실동 351,N,1,1,1,0,0,0,1,1,0,송파구청 치수과,02-2147-3364,24시간,,37.5019189,127.0796176,지방자치단체,공공용시설,수세식,Y,장애인화장실+여자화장실,N,N,없음,,2022-12-27
4158,공중화장실,탄천둘레길 화장실(탄천교 인근),서울특별시 송파구 가락동 513,서울특별시 송파구 가락동 513,N,1,1,1,0,0,0,1,1,0,송파구청 치수과,02-2147-3364,24시간,,37.4952906,127.1007672,지방자치단체,공공용시설,수세식,Y,장애인화장실+여자화장실,N,N,없음,,2022-12-27
4159,개방화장실,탄천유수지내 화장실,서울특별시 송파구 삼학사로2길 49,서울특별시 송파구 가락동 508,N,1,1,0,0,0,0,1,0,0,송파구청 생활체육과,02-2147-5134,24시간,,37.4966733,127.1005482,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4160,개방화장실,퍼스트주유소(셀프),서울특별시 송파구 삼학사로 22,서울특별시 송파구 석촌동 217-17,N,1,1,0,0,0,0,2,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.4993207,127.0972014,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2022-12-27
4161,공중화장실,풍납 동성벽공원화장실,서울특별시 송파구 풍납동 240,서울특별시 송파구 풍납동 240,N,1,1,1,0,0,0,1,1,0,송파구청 문화재과,02-2147-2017,24시간,,37.5285624,127.1139666,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4162,개방화장실,풍납1동주민센터,서울특별시 송파구 천호대로152길 7,서울특별시 송파구 풍납동 476,N,3,3,1,1,0,0,2,1,0,송파구청 자치행정과,02-2147-4000,영업시간 내,,37.5380920,127.1220750,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-12-27
4163,개방화장실,풍납2동주민센터,서울특별시 송파구 토성로 52,서울특별시 송파구 풍납동 403,N,2,3,1,1,0,0,3,1,0,송파구청 자치행정과,02-2147-4030,영업시간 내,,37.5292457,127.1157494,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4164,공중화장실,풍납공원 화장실,서울특별시 송파구 풍납동 74,서울특별시 송파구 풍납동 74,N,2,2,1,1,0,0,4,1,0,송파구청 공원녹지과,02-2147-3394,24시간,,37.5381784,127.1217571,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,N,없음,,2022-12-27
4165,공중화장실,풍납백제문화공원 화장실,서울특별시 송파구 한가람로14길 16,서울특별시 송파구 풍납동 199-3,N,1,1,1,0,0,0,1,1,0,송파구청 문화재과,02-2147-2017,24시간,,37.5358032,127.1152757,지방자치단체,공공용시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2022-12-27
4166,개방화장실,풍납빌딩(삼성생명빌딩),서울특별시 송파구 올림픽로 633,서울특별시 송파구 풍납동 473-5,N,3,3,0,0,0,0,3,0,0,송파구청 청소행정과,02-2147-3283,영업시간 내,,37.5382600,127.1229045,민간,기타,수세식,N,없음,Y,N,없음,,2022-12-27
4167,개방화장실,풍납종합사회복지관,서울특별시 송파구 강동대로3길 5,서울특별시 송파구 풍납동 330-1,N,2,2,1,1,0,0,2,1,0,송파구청 복지정책과,02-2147-2691,영업시간 내,,37.5277548,127.1138172,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-12-27
4168,개방화장실,풍납파출소,서울특별시 송파구 풍성로 42,서울특별시 송파구 풍납동 229-14,N,1,1,0,0,0,0,1,0,0,풍납파출소,02-3402-6308,24시간,,37.5341720,127.1171215,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4169,개방화장실,프리마 쇼핑센터,서울특별시 송파구 올림픽로4길 42,서울특별시 송파구 잠실동 101-1,N,1,1,0,0,0,0,1,0,0,건물관리자,02-412-0900,영업시간 내,,37.5066864,127.0729687,민간,상업시설,수세식,N,없음,N,N,없음,,2022-12-27
4170,개방화장실,한국육영학교(특수),서울특별시 송파구 충민로6길 15,서울특별시 송파구 장지동 848-1,N,3,3,1,1,0,0,4,1,0,한국육영학교(특수),02-431-6878,영업시간 내,,37.4819495,127.1325338,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4171,개방화장실,한국체육대학교 (과학관),서울특별시 송파구 양재대로 1239,서울특별시 송파구 방이동 88-15,N,1,1,1,0,0,0,1,1,0,한국체육대학교 시설과,02-410-6585,영업시간 내,,37.5198884,127.1308626,민간,공공용시설,수세식,N,없음,Y,N,없음,,2022-12-27
4172,개방화장실,한국체육대학교 (본관),서울특별시 송파구 양재대로 1239,서울특별시 송파구 방이동 88-15,N,1,1,2,0,0,0,1,2,0,한국체육대학교 시설과,02-410-6585,영업시간 내,,37.5198884,127.1308626,민간,공공용시설,수세식,Y,장애인화장실,Y,Y,여자화장실,,2022-12-27
4173,개방화장실,한국체육대학교 (수영장),서울특별시 송파구 강동대로 232,서울특별시 송파구 방이동 88-14,N,1,1,1,0,0,0,1,1,0,한국체육대학교 시설과,02-410-6585,영업시간 내,,37.5217588,127.1305913,민간,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4174,개방화장실,한국체육대학교 (승리관),서울특별시 송파구 강동대로 232,서울특별시 송파구 방이동 88-14,N,1,1,0,0,0,0,1,0,0,한국체육대학교 시설과,02-410-6585,영업시간 내,,37.5217588,127.1305913,민간,공공용시설,수세식,N,없음,Y,N,없음,,2022-12-27
4175,개방화장실,한국체육대학교 (실내빙상장),서울특별시 송파구 양재대로 1239,서울특별시 송파구 방이동 88-15,N,1,1,1,0,0,0,1,1,0,한국체육대학교 시설과,02-410-6585,영업시간 내,,37.5198884,127.1308626,민간,공공용시설,수세식,Y,여자화장실,N,Y,여자화장실,,2022-12-27
4176,개방화장실,한국체육대학교 (오륜관),서울특별시 송파구 강동대로 232,서울특별시 송파구 방이동 88-14,N,1,1,0,0,0,0,1,0,0,한국체육대학교 시설과,02-410-6585,영업시간 내,,37.5217588,127.1305913,민간,공공용시설,수세식,N,없음,Y,N,없음,,2022-12-27
4177,개방화장실,한국체육대학교 (필승관),서울특별시 송파구 양재대로 1239,서울특별시 송파구 방이동 88-15,N,1,1,0,0,0,0,1,0,0,한국체육대학교 시설과,02-410-6585,영업시간 내,,37.5198884,127.1308626,민간,공공용시설,수세식,N,없음,Y,N,없음,,2022-12-27
4178,개방화장실,한국체육대학교 (학생회관),서울특별시 송파구 양재대로 1239,서울특별시 송파구 방이동 88-15,N,1,1,1,0,0,0,1,1,0,한국체육대학교 시설과,02-410-6585,영업시간 내,,37.5198884,127.1308626,민간,공공용시설,수세식,N,없음,Y,N,없음,,2022-12-27
4179,개방화장실,한화건설 송파점,서울특별시 송파구 가락로 183,서울특별시 송파구 송파동 121,N,7,9,0,0,0,0,7,0,0,건물관리자,02-416-6006,영업시간 내,,37.5051720,127.1145353,민간,상업시설,수세식,N,없음,N,N,없음,,2022-12-27
4180,개방화장실,해양환경관리공단,서울특별시 송파구 송파대로28길 28,서울특별시 송파구 가락동 79-6,N,1,1,1,0,0,0,1,1,0,해양환경관리공단,02-3498-8554,영업시간 내,,37.4945486,127.1210360,공공기관,공공용시설,수세식,N,없음,Y,N,없음,,2022-12-27
4181,개방화장실,행복한교회,서울특별시 송파구 성내천로 35길22,서울특별시 송파구 마천동 579,N,3,3,0,0,0,0,3,0,0,송파구청 청소행정과,02-2147-3283,영업시간 내,,37.4984414,127.1559882,민간,기타,수세식,N,없음,N,N,없음,,2022-12-27
4182,개방화장실,향군타워 A동,서울특별시 송파구 올림픽로35길 123,서울특별시 송파구 신천동 7-29,N,2,3,1,0,0,0,5,1,0,송파구청 청소행정과,02-2147-3283,24시간,,37.5167619,127.1012216,민간,기타,수세식,Y,남자화장실+여자화장실,N,N,없음,,2022-12-27
4183,개방화장실,현대파크빌상가빌딩,서울특별시 송파구 중대로 174,서울특별시 송파구 가락동 147-2,N,1,2,0,0,0,0,2,0,0,송파구청 청소행정과,02-2147-3283,영업시간 내,,37.4974630,127.1256377,민간,기타,수세식,Y,여자화장실,N,N,없음,,2022-12-27
4184,개방화장실,홈플러스 잠실점,서울특별시 송파구 올림픽로35가길 16,서울특별시 송파구 신천동 7-12,N,1,1,1,0,0,0,1,1,0,건물관리자,02-3468-8000,영업시간 내,,37.5162262,127.1030142,민간,상업시설,수세식,N,없음,N,N,없음,,2022-12-27
4185,개방화장실,홍익에너지㈜,서울특별시 송파구 석촌호수로 242,서울특별시 송파구 석촌동 183-1,N,1,1,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.5080726,127.1037549,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2022-12-27
4186,공중화장실,훼밀리공원 화장실,서울특별시 송파구 문정동 150-5,서울특별시 송파구 문정동 150-5,N,2,2,1,1,0,0,2,1,0,송파구청 공원녹지과,02-2147-3394,24시간,,37.4906979,127.1138401,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4187,개방화장실,유람선선착장,서울특별시 송파구 잠실동 1-1,서울특별시 송파구 잠실동 1-1,N,1,1,1,0,0,0,1,0,0,한강사업본부 수질환경과,02-3780-0785,24시간,,37.5189732,127.0744351,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4188,개방화장실,유진주유소,서울특별시 송파구 동남로 325,서울특별시 송파구 오금동 121-1,N,1,2,0,0,0,0,1,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.5045249,127.1383908,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2022-12-27
4189,개방화장실,인성장애인복지관,서울특별시 송파구 마천로61길 26,서울특별시 송파구 마천동 211-39,N,1,1,1,0,0,0,1,1,0,송파구청 복지정책과,02-2147-2691,영업시간 내,,37.4939039,127.1551925,지방자치단체,공공용시설,수세식,N,없음,Y,Y,여자화장실,,2022-12-27
4190,개방화장실,일조빌딩,서울특별시 송파구 가락로 208,서울특별시 송파구 송파동 146-2,N,1,1,0,0,0,0,2,0,0,송파구청 청소행정과,02-2147-3283,24시간,,37.5067926,127.1163029,민간,기타,수세식,N,없음,N,N,없음,,2022-12-27
4191,개방화장실,잠실 제1수영장,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실동 10,N,4,6,0,0,0,0,5,0,0,체육시설관리사업소 시설개선과,02-2240-8838,영업시간 내,,37.5148022,127.0736261,공공기관,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4192,개방화장실,잠실 제1수영장 외부,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실동 10,N,1,1,0,0,0,0,1,0,0,체육시설관리사업소 시설개선과,02-2240-8838,24시간,,37.5148022,127.0736261,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4193,개방화장실,잠실 제2수영장,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실동 10,N,1,1,4,0,0,0,1,13,0,체육시설관리사업소 시설개선과,02-2240-8838,영업시간 내,,37.5148022,127.0736261,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4194,개방화장실,잠실 제2수영장 체육공원 파크골프장앞,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실동 10,N,1,1,0,0,0,0,1,0,0,체육시설관리사업소 시설개선과,02-2240-8838,24시간,,37.5148022,127.0736261,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4195,개방화장실,잠실 제2수영장 체육공원 풋살경기장앞,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실동 10,N,1,1,0,0,0,0,1,0,0,체육시설관리사업소 시설개선과,02-2240-8838,24시간,,37.5148022,127.0736261,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4196,개방화장실,잠실 제2수영장 체육공원 학생체육관앞,서울특별시 송파구 올림픽로 25,서울특별시 송파구 잠실동 10,N,1,1,0,0,0,0,1,0,0,체육시설관리사업소 시설개선과,02-2240-8838,24시간,,37.5148022,127.0736261,지방자치단체,관광·체육시설,수세식,N,없음,N,N,없음,,2022-12-27
4197,개방화장실,잠실119안전센터,서울특별시 송파구 석촌호수로 151,서울특별시 송파구 잠실동 44-5,N,1,2,1,1,0,0,1,1,0,잠실119안전센터,02-6981-5380,24시간,,37.5073205,127.0939149,공공기관,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4198,개방화장실,잠실2동주민센터,서울특별시 송파구 올림픽로 159,서울특별시 송파구 잠실동 22-7,N,1,1,1,0,0,0,1,1,0,송파구청 자치행정과,02-2147-4630,영업시간 내,,37.5119488,127.0885590,지방자치단체,공공용시설,수세식,N,없음,Y,Y,여자화장실,,2022-12-27
4199,개방화장실,잠실3동성당,서울특별시 송파구 잠실로 15,서울특별시 송파구 잠실동 27-2,N,2,3,0,0,0,0,2,0,0,송파구청 청소행정과,02-2147-3283,영업시간 내,,37.5162353,127.0934731,민간,기타,수세식,N,없음,N,N,없음,,2022-12-27
4200,개방화장실,잠실3동주민센터,서울특별시 송파구 잠실로 51-31,서울특별시 송파구 잠실동 27-4,N,1,1,1,0,0,0,1,1,0,송파구청 자치행정과,02-2147-4660,영업시간 내,,37.5133330,127.0943750,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-12-27
4201,개방화장실,잠실4동주민센터,서울특별시 송파구 올림픽로35길 16,서울특별시 송파구 신천동 20-5,N,1,1,1,0,0,0,1,1,0,송파구청 자치행정과,02-2147-4690,영업시간 내,,37.5201089,127.1122668,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4202,개방화장실,잠실6동주민센터,서울특별시 송파구 올림픽로35길 120,서울특별시 송파구 신천동 7-6,N,1,1,1,0,0,0,1,1,0,송파구청 자치행정과,02-2147-4720,영업시간 내,,37.5181420,127.1006500,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2022-12-27
4203,개방화장실,잠실7동주민센터,서울특별시 송파구 올림픽로4길 17,서울특별시 송파구 잠실동 85,N,2,3,0,0,0,0,3,0,0,송파구청 자치행정과,02-2147-4750,영업시간 내,,37.5086777,127.0771146,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2022-12-27
4204,공중화장실,잠실공원 화장실,서울특별시 송파구 백제고분로15길 7,서울특별시 송파구 잠실동 230,N,2,2,1,1,0,0,4,1,0,송파구청 공원녹지과,02-2147-3394,영업시간 내,,37.5062387,127.0841914,지방자치단체,관광·체육시설,수세식,Y,여자화장실,N,N,없음,,2022-12-27
